id,mean_Z,del_Z,mode_Z,L2_norm,L3_norm,mean_grp,del_grp,mode_grp,mean_period,del_period,mode_period,mean_valelec,del_valelec,mode_valelec,mean_electroneg,del_electroneg,mode_electroneg,stoichio_entropy,cell_area,hform,label
CCr2O2-98620a086831,14,8,24,0.6,0.514,11.6,8.96,6,2.8,0.96,4,5.6,0.64,6,2.55,0.712,1.66,1.055,7.32127,-0.88175,1
Co2Se4-4dd65485b84f,31.667,3.111,34,0.745,0.693,13.667,6.222,16,4,0,4,7,1.333,6,2.327,0.298,2.55,0.637,32.92205,-0.01912,1
MnS2-97234046352a,19,4,16,0.745,0.693,13,8,16,3.333,0.444,3,6.333,0.444,6,2.237,0.458,2.58,0.637,8.2753,-0.45145,1
Pb2S2-5995ac9fd69f,49,33,49,0.707,0.63,15,2,15,4.5,1.5,4.5,5,1,5,2.225,0.355,2.225,0.693,33.1546,-0.16005,1
Au2I2-e482cb121690,66,13,66,0.707,0.63,14,6,14,5.5,0.5,5.5,9,2,9,2.6,0.06,2.6,0.693,17.10206,0.04963,-1
MoBr2-dd4f41658a81,37.333,3.111,35,0.745,0.693,13.333,9.778,17,4.333,0.444,4,6.667,0.444,7,2.693,0.356,2.96,0.637,10.73803,0.05641,-1
Co2Se2-17ef6bf46fb6,30.5,3.5,30.5,0.707,0.63,12.5,7,12.5,4,0,4,7.5,1.5,7.5,2.215,0.335,2.215,0.693,12.12234,-0.2247,1
Hf2I2Se2-6436bf6f8c99,53,12.667,53,0.577,0.481,12.333,11.111,12.333,5,0.667,5,5.667,1.111,5.667,2.17,0.58,2.17,1.099,20.35133,-1.10257,1
Nb2Cl6-ca5dfc8256fa,23,9,17,0.791,0.759,14,9,17,3.5,0.75,3,6.5,0.75,7,2.77,0.585,3.16,0.562,29.39706,-1.22032,1
RhS2-8e37b6fec258,25.667,12.889,16,0.745,0.693,13.667,6.222,16,3.667,0.889,3,7,1.333,6,2.48,0.133,2.58,0.637,9.39122,0.01847,-1
As4-ff6eb167410f,33,0,33,1,1,15,0,15,4,0,4,5,0,5,2.18,0,2.18,0,17.59157,0.04184,-1
TiF2-6c7d20ac3a5d,13.333,5.778,9,0.745,0.693,12.667,11.556,17,2.667,0.889,2,6,1.333,7,3.167,1.084,3.98,0.637,7.47156,-2.53466,1
Ni2P2S6-036a47792052,18.2,3.92,16,0.663,0.614,14.6,3.68,16,3.2,0.32,3,6.6,1.36,6,2.368,0.254,2.58,0.95,29.5266,-0.24739,1
PtCl2-406751b9c9c9,37.333,27.111,17,0.745,0.693,14.667,6.222,17,4,1.333,3,8,1.333,7,2.867,0.391,3.16,0.637,13.55888,0.06664,-1
Hf2I2O2-446d0c7561b2,44.333,24.222,44.333,0.577,0.481,12.333,11.111,12.333,4.333,1.556,4.333,5.667,1.111,5.667,2.467,0.778,2.467,1.099,16.12551,-1.9358,1
Fe2I2N2-784d4358d65e,28.667,16.222,28.667,0.577,0.481,13.333,7.111,13.333,3.667,1.111,3.667,6.667,1.111,6.667,2.51,0.453,2.51,1.099,11.92827,0.21195,-1
TiCl2-9e9a9a670280,18.667,2.222,17,0.745,0.693,12.667,11.556,17,3.333,0.444,3,6,1.333,7,2.62,0.72,3.16,0.637,9.37759,-1.43122,1
Cl2Mn2O2-d1a6028c713a,16.667,5.778,16.667,0.577,0.481,13.333,8.444,13.333,3,0.667,3,6.667,0.444,6.667,2.717,0.778,2.717,1.099,12.87706,-1.32296,1
Ti2I6-0e99355f14de,45.25,11.625,53,0.791,0.759,13.75,9.75,17,4.75,0.375,5,6.25,1.125,7,2.38,0.42,2.66,0.562,44.31825,-0.7202,1
Cl2Rb2-c867862764fc,27,10,27,0.707,0.63,9,16,9,4,1,4,4,3,4,1.99,1.17,1.99,0.693,40.51055,-1.8226,1
AlAs-814ae25a188e,23,10,23,0.707,0.63,14,2,14,3.5,0.5,3.5,4,1,4,1.895,0.285,1.895,0.693,14.54361,0.03874,-1
Ti2Cl6-1aa6995ffbaa,18.25,1.875,17,0.791,0.759,13.75,9.75,17,3.25,0.375,3,6.25,1.125,7,2.755,0.608,3.16,0.562,32.28876,-1.62103,1
Br4Hf4Se4-bf7cb837feb7,47,16.667,47,0.577,0.481,12.333,11.111,12.333,4.667,0.889,4.667,5.667,1.111,5.667,2.27,0.647,2.27,1.099,45.5671,-1.20946,1
Pd2I6-152fee6d123c,51.25,2.625,53,0.791,0.759,15.25,5.25,17,5,0,5,7.75,1.125,7,2.545,0.173,2.66,0.562,43.78827,-0.12955,1
AlCl2-f8d92ab902de,15.667,1.778,17,0.745,0.693,15.667,3.556,17,3,0,3,5.667,1.778,7,2.643,0.689,3.16,0.637,11.22126,-0.68265,1
H2N2O2V3-03d6b761eb56,11.222,7.852,23,0.509,0.412,8.778,11.951,5,2.444,1.037,4,4.333,1.481,5,2.472,0.682,1.63,1.369,6.89588,-1.07909,1
CO2Sc2-15b36063b8ee,12.8,6.56,21,0.6,0.514,10.4,11.84,3,2.8,0.96,4,4.4,1.28,3,2.43,0.856,1.36,1.055,8.96604,-1.81031,1
Br2Cu2-c8531601b146,32,3,32,0.707,0.63,14,6,14,4,0,4,9,2,9,2.43,0.53,2.43,0.693,14.96972,-0.27443,1
Ta2Te6-4a5a67a9569f,57.25,7.875,52,0.791,0.759,13.25,8.25,16,5.25,0.375,5,5.75,0.375,6,1.95,0.225,2.1,0.562,22.22754,-0.23515,1
Ni2S2-6433c7730d48,22,6,22,0.707,0.63,13,6,13,3.5,0.5,3.5,8,2,8,2.245,0.335,2.245,0.693,11.30383,-0.33645,1
Zn2Se4-5234a9f6507a,32.667,1.778,34,0.745,0.693,14.667,3.556,16,4,0,4,4.667,1.778,6,2.25,0.4,2.55,0.637,34.41049,-0.16319,1
Br2Nb2Se2-d526b2cb4001,36.667,2.889,36.667,0.577,0.481,12.667,10.222,12.667,4.333,0.444,4.333,6,0.667,6,2.37,0.513,2.37,1.099,17.6169,-0.86776,1
AuTe2-f694f496f1cb,61,12,52,0.745,0.693,14.333,4.444,16,5.333,0.444,5,7.667,2.222,6,2.247,0.196,2.1,0.637,12.85277,0.20693,-1
Cl2Mn2N2-2e64187886f8,16.333,6.222,16.333,0.577,0.481,13,8,13,3,0.667,3,6.333,0.889,6.333,2.583,0.689,2.583,1.099,11.95055,-0.46718,1
Mn2S2-dd709d3fb25c,20.5,4.5,20.5,0.707,0.63,11.5,9,11.5,3.5,0.5,3.5,6.5,0.5,6.5,2.065,0.515,2.065,0.693,15.36972,-0.63959,1
Sc2I6-d59c550c4a3a,45,12,53,0.791,0.759,13.5,10.5,17,4.75,0.375,5,6,1.5,7,2.335,0.488,2.66,0.562,49.44655,-1.19683,1
I2Mn2Se2-f4c00afc66e6,37.333,10.444,37.333,0.577,0.481,13.333,8.444,13.333,4.333,0.444,4.333,6.667,0.444,6.667,2.253,0.469,2.253,1.099,19.59033,-0.37518,1
Sc2Te2-c3cac8e74dc1,36.5,15.5,36.5,0.707,0.63,9.5,13,9.5,4.5,0.5,4.5,4.5,1.5,4.5,1.73,0.37,1.73,0.693,14.40838,-0.56452,1
Ir2I6-cc505909d655,59,9,53,0.791,0.759,15,6,17,5.25,0.375,5,7.5,0.75,7,2.545,0.173,2.66,0.562,41.79936,-0.12068,1
Ru2Se2-dfdcf1fb1206,39,5,39,0.707,0.63,12,8,12,4.5,0.5,4.5,7,1,7,2.375,0.175,2.375,0.693,12.5481,0.14075,-1
GaCl2-d9320dd50e83,21.667,6.222,17,0.745,0.693,15.667,3.556,17,3.333,0.444,3,5.667,1.778,7,2.71,0.6,3.16,0.637,11.55465,-0.62058,1
SSeW-001e03f2c095,41.333,21.778,41.333,0.577,0.481,12.667,8.889,12.667,4.333,1.111,4.333,6,0,6,2.497,0.091,2.497,1.099,9.15946,-0.72379,1
Cd2P2Se6-0460cce85156,33,7.2,34,0.663,0.614,15,2.4,16,4,0.4,4,5,1.2,6,2.306,0.293,2.55,0.95,37.78993,-0.3155,1
Tl2Br6-a53871fb1a3b,46.5,17.25,35,0.791,0.759,16,3,17,4.5,0.75,4,6,1.5,7,2.625,0.502,2.96,0.562,43.77925,-0.51516,1
YF2-4c26f9f8dec9,19,13.333,9,0.745,0.693,12.333,12.444,17,3,1.333,2,5.667,1.778,7,3.06,1.227,3.98,0.637,11.50058,-3.10462,1
Te2Zr2-6f8a67e0a912,46,6,46,0.707,0.63,10,12,10,5,0,5,5,1,5,1.715,0.385,1.715,0.693,12.03787,-0.2755,1
CaCl2-55e6ef39650c,18,1.333,17,0.745,0.693,12,13.333,17,3.333,0.444,3,5.333,2.222,7,2.44,0.96,3.16,0.637,20.41696,-2.23903,1
F2N2Zr3-413dcc677924,21.714,15.673,40,0.589,0.5,10.857,11.755,4,3.286,1.469,5,5.143,1.061,4,2.576,1.068,1.33,1.079,8.78461,-2.28311,1
SbTe2-f19b502b883c,51.667,0.444,52,0.745,0.693,15.667,0.889,16,5,0,5,5.667,0.444,6,2.083,0.022,2.1,0.637,18.83465,0.25074,-1
KI2-2e672a738503,41.667,15.111,53,0.745,0.693,11.667,14.222,17,4.667,0.444,5,5,2.667,7,2.047,0.818,2.66,0.637,19.19933,-0.76364,1
Al2O2-bce0ccee4eca,10.5,2.5,10.5,0.707,0.63,14.5,3,14.5,2.5,0.5,2.5,4.5,1.5,4.5,2.525,0.915,2.525,0.693,7.67081,-2.25813,1
Pd2Br6-72df9411c38a,37.75,4.125,35,0.791,0.759,15.25,5.25,17,4.25,0.375,4,7.75,1.125,7,2.77,0.285,2.96,0.562,42.62859,-0.04404,1
Tl2Te4-5c59035105b0,61.667,12.889,52,0.745,0.693,15,2.667,16,5.333,0.444,5,5,1.333,6,1.94,0.213,2.1,0.637,42.45018,0.06041,-1
N2Zr3-04eb7d543fc8,26.8,15.84,40,0.721,0.654,8.4,10.56,4,3.8,1.44,5,4.4,0.48,4,2.014,0.821,1.33,0.673,8.79562,-0.97206,1
PbCl2-b0b142073783,38.667,28.889,17,0.745,0.693,16,2.667,17,4,1.333,3,6,1.333,7,2.73,0.573,3.16,0.637,15.1323,-1.07323,1
O2Zr2-13ecd0da4a2d,24,16,24,0.707,0.63,10,12,10,3.5,1.5,3.5,5,1,5,2.385,1.055,2.385,0.693,9.96013,-2.23151,1
As2Cl6-5ae23540ea9a,21,6,17,0.791,0.759,16.5,1.5,17,3.25,0.375,3,6.5,0.75,7,2.915,0.368,3.16,0.562,45.43449,-0.74302,1
TlCl2-23a524bedc75,38.333,28.444,17,0.745,0.693,15.667,3.556,17,4,1.333,3,5.667,1.778,7,2.647,0.684,3.16,0.637,14.44244,-0.57377,1
PtO2-3ac45af235e6,31.333,31.111,8,0.745,0.693,14,5.333,16,3.333,1.778,2,7.333,1.778,6,3.053,0.516,3.44,0.637,8.07042,0.18672,-1
BiS2-1511aac9b924,38.333,29.778,16,0.745,0.693,15.667,0.889,16,4,1.333,3,5.667,0.444,6,2.393,0.249,2.58,0.637,17.62999,0.14227,-1
CTi2-5597611991eb,16.667,7.111,22,0.745,0.693,7.333,8.889,4,3.333,0.889,4,4,0,4,1.877,0.449,1.54,0.637,8.18937,-0.04348,1
Nb2Cl6-d2b59c212de7,23,9,17,0.791,0.759,14,9,17,3.5,0.75,3,6.5,0.75,7,2.77,0.585,3.16,0.562,29.5416,-1.1852,1
I2Mo2N2-cb03c284bda8,34,18,34,0.577,0.481,12.667,8.889,12.667,4,1.333,4,6,0.667,6,2.62,0.307,2.62,1.099,14.14729,-0.24706,1
Rh2Se2-b10d2474a3ad,39.5,5.5,39.5,0.707,0.63,12.5,7,12.5,4.5,0.5,4.5,7.5,1.5,7.5,2.415,0.135,2.415,0.693,13.36418,-0.07384,1
AuTe2-e61536bb1e84,61,12,52,0.745,0.693,14.333,4.444,16,5.333,0.444,5,7.667,2.222,6,2.247,0.196,2.1,0.637,10.27664,0.06833,-1
SeTaTe-80425de9f2bd,53,13.333,53,0.577,0.481,12.333,9.778,12.333,5,0.667,5,5.667,0.444,5.667,2.05,0.367,2.05,1.099,11.13792,-0.58083,1
C2F2Ta3-288edc7775b8,35.571,32.082,73,0.589,0.5,11,10.286,5,3.714,1.959,6,5.286,0.98,5,2.509,0.864,1.5,1.079,8.68366,-1.26552,1
CuTe2-02074592befa,44.333,10.222,52,0.745,0.693,14.333,4.444,16,4.667,0.444,5,7.667,2.222,6,2.033,0.089,2.1,0.637,10.60503,0.1538,-1
Mn2P2Se6-5135d68bb778,28.4,6.72,34,0.663,0.614,14,5.6,16,3.8,0.32,4,6,0.4,6,2.278,0.326,2.55,0.95,35.38339,-0.25509,1
W2I4-7602cc56d970,60,9.333,53,0.745,0.693,13.333,9.778,17,5.333,0.444,5,6.667,0.444,7,2.56,0.133,2.66,0.637,27.87925,0.3659,-1
Cl2N2Nb2-b66adcb0d7f8,21.667,12.889,21.667,0.577,0.481,12.333,9.778,12.333,3.333,1.111,3.333,5.667,0.889,5.667,2.6,0.667,2.6,1.099,14.35461,-1.2054,1
Ge2I2-dc955c863c11,42.5,10.5,42.5,0.707,0.63,15.5,3,15.5,4.5,0.5,4.5,5.5,1.5,5.5,2.335,0.325,2.335,0.693,14.6783,0.12328,-1
Mo2Se4-627b2f140df4,36.667,3.556,34,0.745,0.693,12.667,8.889,16,4.333,0.444,4,6,0,6,2.42,0.173,2.55,0.637,41.03845,0.30149,-1
Fe2I2-f6f163b5b46a,39.5,13.5,39.5,0.707,0.63,12.5,9,12.5,4.5,0.5,4.5,7.5,0.5,7.5,2.245,0.415,2.245,0.693,13.66533,0.13665,-1
S2Tl2-751e767bff79,48.5,32.5,48.5,0.707,0.63,14.5,3,14.5,4.5,1.5,4.5,4.5,1.5,4.5,2.1,0.48,2.1,0.693,14.25731,-0.14502,1
Fe2I2-21a9678ba949,39.5,13.5,39.5,0.707,0.63,12.5,9,12.5,4.5,0.5,4.5,7.5,0.5,7.5,2.245,0.415,2.245,0.693,14.46746,0.12098,-1
AuI2-888658885521,61.667,11.556,53,0.745,0.693,15,5.333,17,5.333,0.444,5,8.333,1.778,7,2.62,0.053,2.66,0.637,17.52862,0.03919,-1
AsHfSb-aff87af5190b,52,13.333,52,0.577,0.481,11.333,9.778,11.333,5,0.667,5,4.667,0.444,4.667,1.843,0.362,1.843,1.099,10.9781,-0.14472,1
Au2S2-81159d69dc44,47.5,31.5,47.5,0.707,0.63,13.5,5,13.5,4.5,1.5,4.5,8.5,2.5,8.5,2.56,0.02,2.56,0.693,13.83922,0.27171,-1
MoBr2-ec7176a0b43d,37.333,3.111,35,0.745,0.693,13.333,9.778,17,4.333,0.444,4,6.667,0.444,7,2.693,0.356,2.96,0.637,9.8215,0.07344,-1
STeW-916afba26723,47.333,20.889,47.333,0.577,0.481,12.667,8.889,12.667,4.667,1.111,4.667,6,0,6,2.347,0.164,2.347,1.099,9.57382,-0.23822,1
Ag2P2Te6-46898f256cf4,43.6,11.44,52,0.663,0.614,14.8,3.04,16,4.6,0.64,5,6.8,1.68,6,2.084,0.062,2.1,0.95,41.40529,0.09359,-1
NMo2O2-56c0139db07d,21.4,16.48,42,0.6,0.514,11.8,9.28,6,3.2,1.44,5,5.8,0.32,6,2.848,0.55,2.16,1.055,7.07662,-1.05892,1
Cl2Fe2-c233ed259213,21.5,4.5,21.5,0.707,0.63,12.5,9,12.5,3.5,0.5,3.5,7.5,0.5,7.5,2.495,0.665,2.495,0.693,8.95381,-0.26888,1
